상호,설명,업소정보,리뷰
한국의집 고호재,"고호재(古好齋)는 '옛 것을 좋아하는 이들의 집'이란 뜻으로 한국의집에서 선보이는 프리미엄 궁중다과 브랜드이다. 사전 예약제로 진행되는 고호재 프로그램은 봄, 여름, 가을, 겨울의 제철재료로 빚은 전통병과로 오직 한 사람만을 위한 1인 다과상을 선보인다. 한국의 전통문화와 음식을 경험할 수 있는 복합문화공간 '한국의집'에서 궁중 다과와 고즈넉한 한옥의 멋을 즐겨보길 바란다.","{'전화번호': '02-2266-9101', '웹사이트': 'http://www.koreahouse.or.kr', '홈페이지 언어': '한국어,영어', '이용시간': '1부 11:00~13:00 / 2부 13:30~15:30 / 3부 16:30~18:30 / 각 세션당 120분', '휴무일': '매주 월요일, 설날 및 추석 당일', '이것만은 꼭!': '캐치테이블 사전 예약\n예약링크 : https://app.catchtable.co.kr/ct/shop/koreahouse_kohojae\n 시즌별 운영 일정 상이/주차가능', '이용요금': '1인 다과상 25,000원 / 단품 메뉴 12,000원', '주소': '04626  서울 중구 퇴계로36길 10 (필동2가, 한국의집)', '교통 정보': '3, 4호선 충무로역 3번 출구에서 약 254m (도보 4분)'}",[]
케르반 베이커리,"케르반 베이커리는 터키 출신 파티셰가 전통 터키식 디저트를 만들어 파는 곳이다. 로쿰, 바클라바 등 입안에서 살살 녹는 디저트부터 터키식 젤리, 푸딩, 잼까지 평소에 접하지 못했던 디저트와 다양한 빵이 가판대를 채우고 있다.","{'전화번호': '0507-1387-5585', '웹사이트': 'https://www.instagram.com/kervanbakery/', '홈페이지 언어': '한국어', '이용시간': '일요일~목요일 10:00~22:30\n금요일~토요일 10:00~06:00', '운영 요일': '매일', '대표메뉴': '로쿰, 바클라바, 쿠키, 푸딩,', '주소': '04405  서울 용산구 이태원로 208 (제임스클럽)', '교통 정보': '6호선 이태원역 3번 출구에서 약 242m (도보 3분)'}",[]
사리원,"3대째 내려오는 손맛과 최첨단 시설과의 조화  당뇨병으로 고생하던 남편을 위해 할머니가 손수 개발한 불고기를 맛볼 수 있는 곳. 설탕과 조미료를 넣지 않고 12가지의 과일과 채소즙(파인애플, 사과, 오렌지, 샐러리, 양파, 키위, 배즙 등)으로 만든 소스에 찍어 먹는 고기의 맛이 입안에서 살살 녹는다.","{'전화번호': '02-573-2202', '웹사이트': 'http://www.sariwon.co.kr/', '이용시간': '매일 11:00~21:30', '휴무일': '연중무휴', '대표메뉴': '사리원 불고기, 등심 양념불고기, 불고기 쌈밥정식', '주소': '06296  서울특별시 강남구 남부순환로 2712 (도곡동)', '교통 정보': '3호선 매봉역 4번 출구에서 약 324m (도보 4분)'}","[{'review': '불고기가 맛있는 집이네요. 분위기도 고급진 편입니다만 막 조용하지는 않았어요.\n불고기가 질기지 않고 맛있어요. 간은 약간 짰지만 제 입맛에는 좋았습니다.', 'score': '4'}]"
남한강 매운탕,"어부가 직접 잡은 메기, 쏘가리, 빠가사리, 민물참게로 도심에서 즐기는 칼칼하고 시원한 민물매운탕       강동구 맛집으로 소문난 남한강 매운탕은 경기도 양평에서 양식한 메기 및 강원도 양구군에서 어부가 직접 잡은 자연산 민물고기와 및 민물참게를 넣은 칼칼하고 시원한 매운탕을 맛볼 수 있는 곳이다. 남한강 매운탕은 국립한국교통대학교 식품공학과 교수와 공동 개발한 시즈닝을 사용하여 각종 성인병을 예방할 수 있는 건강에 좋은 매운탕을 제공하며 민물고기를 즐겨 먹는 세계 여러 관광객의 입맛을 사로잡아 한국을 알릴 수 있는 대한민국 고유의 음식이다.","{'전화번호': '02-481-7779', '이용시간': '매일 11:00 ~ 21:30', '장애인 편의시설': '접근가능', '이것만은 꼭!': '중국어/베트남어 메뉴판 구비', '주소': '05295  서울 강동구 양재대로 1594 (명일동)', '교통 정보': '5호선 굽은다리역 3번 출구에서 약 216m (도보 3분)'}",[]
함초간장게장,"다양한 방송매체에 소개된 간장게장, 해물 요리 한식당이다. 함초를 발효시켜 만든 간장을 사용한 간장 게장이 인기메뉴이다. 매장은 한국적인 분위기로, 외국인 관광객도 많이 찾아 메뉴판에 중국어, 일본어 음식 표기와 영어 음식 설명이 되어 있다.","{'전화번호': '02-318-1624', '웹사이트': 'https://www.hamchogejang.com/', '이용시간': '매일 11:30 ~ 22:00', '대표메뉴': '전복장, 간장게장정식', '주소': '04537  서울 중구 명동8가길 27 (충무로2가)  지하 1층', '교통 정보': '4호선 명동역 9번 출구에서 약 139m (도보 2분)'}",[]
삼오쭈꾸미,30년 가까이 주꾸미 요리를 내놓는 집이다. 주꾸미는 벌교 출신의 주인이 남해안에서 가져온다. 고추장 양념에 버무려 불판에 구워 먹는 주꾸미가 고소하면서도 쫄깃하다. 저렴한 가격에 만족도가 높다.,"{'전화번호': '02-362-2120', '이용시간': '11:30 ~ 14:00 / 17:00 ~ 22:00', '휴무일': '매주 토요일, 일요일, 공휴일 휴무', '운영 요일': '월요알~금요일', '이용요금': '약 1만원대', '주소': '03739  서울특별시 서대문구 통일로 107-19 (미근동)', '교통 정보': '5호선 서대문역 7번 출구에서 약 181m (도보 2분)'}",[]
베이스이즈나이스 (base is nice),베이스이즈나이스 (base is nice)는 '채소'를 주인공으로 삼아 식재료 본연의 맛을 전하고 있는 채소 친화적 식당이다. 계절마다 달라지는 채소의 매력을 담아 만들어진 다양한 메뉴들을 만나 볼 수 있다. 특히 홍고추 퓌레의 구운 두부 밥은 베이스이즈나이스 (base is nice)의 시그니처 메뉴이다. 신선하고 맛있는 채소 식사로 속도 편안하고 잊지 못할 한 끼를 경험 해보자.,"{'전화번호': '0507-1306-6724', '웹사이트': 'https://www.instagram.com/baseisnice_seoul/', '이용시간': '11:00 ~ 15:00', '휴무일': '월요일', '운영 요일': '화요일~일요일', '이것만은 꼭!': ""'캐치테이블' 앱을 통해 예약 필수"", '대표메뉴': '바삭 청무와 옥수수 밥 23,000원\n알배기배추복숭아주스 7,500원\n발효버터 우엉구이 밥 23,000원\n유기농케일애플망고주스 7,500원\n홍고추 퓨레의 구운 두부 밥 23,000원', '주소': '04171  서울 마포구 도화2길 20 (도화동)', '교통 정보': '5호선 마포역 3번 출구에서 약 354m (도보 5분)'}",[]
영월,"가격대비 담백하고 깔끔한 음식들이 괜찮다. 낙지와 새우가 들어간 해물찜 형식의 낙새찜이 인기메뉴이다. 칼국수, 수제비, 보리밥도 간단한 식사로 괜찮다.","{'전화번호': '02-323-4256', '이용시간': '매일 11:00 ~ 22:00', '휴무일': '명절 휴무', '대표메뉴': '수제비,감자옹심이,아귀탕, 보쌈', '주소': '03708  서울 서대문구 연희로 81-21 (정암빌딩)', '교통 정보': '2호선 홍대입구역 3번 출구에서 약 1km (도보 18분)'}","[{'review': '서빙하는분 사장인지 종업원이지 몰라도 귀 안들리시는 줄 알았음\n요즘 세상에 이런식으로 장사하는 집이 있다는것에 경악함\n두번째 방문인데\n아구찜 수육세트에 아귀양은 갈수록 줄어듬.\n음식맛은 그럭저럭이나\n서비스는 최악\n본인들이 주문 잘못 받아 음식이 잘못 나왔는데\n죄송하다라는 말은 없이\n다시 가져다 드릴께요 하고 휙~\n그 뒤에\n물 가져달라고 얘기해도 못들은척...', 'score': '1'}, {'review': '연희동 먹자골목에 있는 강원도 음식전문점이다. 메밀부꾸미,메밀전과 아귀찜도 인기 메뉴인 듯합니다.', 'score': '4'}]"
와세다야,"일본식 숯불구이인 야키니쿠 전문점. 야키니쿠는 한국의 불고기를 일본인 입맛에 맞게 변형시킨 것이다. 다진 파와 참기름, 소금을 얹은 우설구이와 파, 참기름, 소금으로만 무친 처녑 사시미가 추천 메뉴. 꽃등심, 갈비, 생등심, 항정살 등도 맛볼 수 있다.","{'전화번호': '02-796-0608', '웹사이트': 'http://wasedaya.co.kr/', '이용시간': '월요일~토요일 16:30~23:00, 일요일 16:00~23:00', '휴무일': '명절 휴무', '대표메뉴': '특상우설, 천엽사시미, 안심, 항정살소금구이', '주소': '04425  서울특별시 용산구 이촌로88길 3  (이촌동)', '교통 정보': '4호선, 경의중앙선 이촌역 3-1번 출구에서 약 654m (도보 9분)'}","[{'review': '일본식 화로구이라고 써놓긴 했지만,\n열도식으로 고기에 양념을 해서 내놓지도 않고,\n그렇다고 고기가 보기좋게 나오는 것도 아닌, \n그냥 한국식으로 고기가 나옴.\n\n그릇도…다이소풍의 그릇이라…\n도대체가 왜 와세다야라고 했을까\n라고 의문이 가곤했는데…\n주인장의 요리철학. 경영이념 등의 액자를 보면서..\n흠….개인적 생각이 많이 들었음..\n진정성이 좀 부족해...', 'score': '2'}, {'review': '가격은 비싸지만 달달한 야끼니쿠 잘하는 집입니다. 땡길 때 자주 가요 우설도 맛있다는데 먹어보진 못했어요', 'score': '3'}]"
와인나라,"와인 수입사 와인나라에서 운영하는 와인 & 베이커리 매장. 프랑스의 크루아상, 유럽 풍 베이커리 등 1백5십종이 매일 아침 구워져 제공된다. 테이블도 마련되어 있어 빵과 음료, 와인을 마실 수 있다. 와인을 구입할 수 있는 공간도 마련되어 있다.","{'전화번호': '02-592-9035', '웹사이트': 'http://www.winenara.com/', '이용시간': '월요일~금요일 10:00 ~ 22:00\n토요일 11:00 ~ 20:00', '휴무일': '매주 일요일 휴무', '운영 요일': '월요일~토요일', '대표메뉴': '와인바', '주소': '06577  서울 서초구 서래로8길 1 (반포동)', '교통 정보': '3,7,9호선 고속터미널역 5번 출구에서 약 779m (도보 10분)'}",[]
송백식당,"부대찌개로 유명한 곳. 다른 부대찌개 식당보다 햄과 소시지가 푸짐하게 들어가 있으며 밥, 라면은 무제한 리필된다. 콩나물을 넣어 개운한 맛을 더했다. 버터를 녹인 철판에 소시지, 햄, 베이컨을 신김치와 함께 볶아 먹는 것도 별미이다.","{'전화번호': '02-738-1386', '이용시간': '매일 11:00 ~ 21:30', '휴무일': '일요일, 명절 휴무', '운영 요일': '월~토', '이용요금': '약 1 ~ 3만원대', '대표메뉴': '부대찌개, 모듬 철판요리, 스테이크', '주소': '03173  서울특별시 종로구 새문안로5길 37 (도렴동)', '교통 정보': '3호선 경복궁역 6번 출구'}",[]
청일집,"바삭바삭한 빈대떡과 족발이 유명하다. 녹두 간 것을 먼저 철판 위에 올린 후 고기, 김치 등의 재료를 고명처럼 얹어내는 것이 특징이다.","{'전화번호': '02-732-2626', '이용시간': '평일 10:00~23:00\n주말 11:00~23:00', '휴무일': '명절 휴무', '운영 요일': '월요일~일요일', '대표메뉴': '빈대떡', '주소': '03345  서울 은평구 통일로 850 (불광동, 연서시장)  연서시장 A동 1층 24호', '교통 정보': '3,6호선 연신내역 2번 출구에서 약 12m (도보 1분)'}",[]
우리밀국시,"사골칼국수 전문점으로, 한우 사골로 우려낸 국물 맛이 좋다. 일반 칼국수보다 가는 면발은 쫄깃한 맛을 느낄 수 있다. 양지머리와 애호박을 고명으로 올린 칼국수에 매콤한 양념장을 얹어 먹는다.","{'전화번호': '02-745-3764', '이용시간': '월요일~일요일 10:00~21:00 (16:00~17:00 브레이크타임)', '휴무일': '명절 휴무', '운영 요일': '매일', '대표메뉴': '칼국수', '주소': '02880  서울 성북구 혜화로 84-2 (성북동)', '교통 정보': '4호선 한성대입구역 5번 출구에서 약 840m (도보 11분)'}","[{'review': '국수면이 느낌있다 새롭다\n국물도 전분이들어가서 새롭다\n맛나다\n근디 가격이 비싸다\n특히 문어수육 반반은 되게비싸다\n수육 맛도없다 \n문어가 그나마 낫다\n사실 사이드 중 생선전이 젤 맛있는듯', 'score': '3'}, {'review': '할머니의 손맛(?)을 느낄 수 있는 국시집입니다. 주말에 가면 사람이 많고 직원들을 진두지휘하는 할머니의 카리스마를 볼 수 있습니다. 주로 둘이 가면 감자전과 국시를 먹는데 양이 적당하고 맛있습니다. 조금 짭짜름한 편인데 여기다 김치를 계속 먹게 되어 식사 후엔 물을 많이 먹게 되요. 그래도 국시는 진리지요. ㅠ\n맛있습니다.', 'score': '4'}]"
서석대,"'서석대'란, 광주 무등산 정상에 있는 바위이름이다. 전라도산 한우 생고기를 직접 배송하여 참숯불에 직접 굽기에 고기 특유의 고소한 맛과 향을 느낄 수 있다.","{'전화번호': '02-537-0077', '웹사이트': 'http://www.seoseokdae.com', '이용시간': '평일 11:30 ~ 15:00 / 17:00 ~ 22:00\n주말 11:30 ~ 22:00', '휴무일': '명절 당일 휴무', '운영 요일': '월요일~일요일', '이용요금': '약 2 ~ 4만원대', '대표메뉴': '한우꽃등심, 한우육회, 갈낙탕, 서석대정식', '주소': '06631  서울특별시 서초구 서초대로 346, 동아빌라드 1층 (서초동)', '교통 정보': '2,3호선 교대역 1번 출구에서 약 406m (도보 5분)'}","[{'review': '나름 교대 쪽에서는 유명한 고기집인데, 제가 보기에는 그냥 평범한 고기네요.\n가격은 생각보다 비싸서 셋이서 20 넘게 나오네요.', 'score': '4'}, {'review': '거래처 고객 모시고 갔었는데\n불고기 가격도 좋고 음식 맛도 괜찮았어요\n예약을 안하고 가서인지 기다리긴했지만\n다시 갈만할것 같아요', 'score': '3'}]"
마도,"다양한 볶음우동으로 유명한 곳이다. 볶을 때 들어가는 재료에 따라 해물 볶음우동, 소고기 볶음우동 등이 있다. 마늘, 양파, 대파를 굽고 다시마와 무 등으로 진하게 끓여낸 소스와 가쓰오부시, 우동 면발이 조화를 이룬다.","{'전화번호': '02-784-2660', '이용시간': '매일 11:30 ~ 22:00', '휴무일': '공휴일 휴무', '이용요금': '약 1만원대', '대표메뉴': '해물야끼우동, 소고기야끼우동, 알밥', '주소': '07332  서울 영등포구 의사당대로1길 11 (여의도동, 메종리브르오피스텔)', '교통 정보': '9, 신림선 샛강역 1번 출구에서 약 210m (도보 3분)'}",[]
신사면옥,매콤달콤한 양념과 쫄깃한 면발로 사랑받는 냉면 전문점이다. 중독성 강한 맛으로 단골이 많아 점심 시간에는 기다려야 하는 일도 종종 있다. 푸짐한 만두와 불고기도 맛있다.,"{'전화번호': '02-518-7228', '이용시간': '매일 11:00 ~ 21:30', '휴무일': '연중무휴', '대표메뉴': '한우암소생등심, 한우암소생등심불고기, 한우갈비탕, 참숯불돼지갈비, 회냉면', '주소': '06054  서울 강남구 도산대로46길 11 (논현동, 논현오피스텔)', '교통 정보': '7, 수인분당선 강남구청역 3-1번 출구에서 약 794m (도보 11분)'}","[{'review': '신사동과 압구정, 도산공원사거리에 있는 오래된 함흥냉면 전문점이다. 최근에 이전을 한 곳으로 예전보다는 찾아가기 복잡하지만 가볍게 냉면등의 식사를 하기에 괜찮은 곳이다.', 'score': '3'}]"
차이린,"깨끗한 실내 분위기에 음식도 전반적으로 깔끔한 편이다. 동네 중식당이라기에는 한층 업그레이드된 곳이다. 단품으로 간단하게 먹는 것도 좋지만, 코스요리가 더 인기있다.","{'전화번호': '02-543-2847', '이용시간': '평일 11:30~15:00 / 17:00~21:30 \n주말 11:30~21:30', '휴무일': '연중무휴', '운영 요일': '매일', '대표메뉴': '마파두부, 꿔바로우, 양장피, 구수계', '주소': '06086  서울특별시 강남구 삼성로112길 10 (삼성동)', '교통 정보': '9호선 삼성중앙역 3번 출구에서 약 116m (도보 2분)'}","[{'review': '현대시티몰점을 어제 방문했는데 직원은 친절하였으나 냉채는 못먹을 정도로 셨고 오렌지 탕수육도 매우 심. 자장면은 푸석했으며 손님도 당연히 없었습니다. 재방문의사0', 'score': '2'}]"
벨라프라하,"핸드드립 커피와 뜨르들르를 맛볼 수 있는 것으로 명소가 된 곳. 에스프레소, 핸드드립, 융드립, 싸이폰, 더치커피 등 취향대로 커피 스타일을 정할 수 있는 것이 장점이다. 뜨르들르는 밀가루 반죽을 쇠로 된 봉에 감아서 불에 구워낸 빵의 일종이다. 체코에서 가져온 아기자기한 소품이 눈길을 끈다.","{'전화번호': '0507-1319-3559', '이용시간': '11:00 ~ 22:00', '휴무일': '매주 일요일, 명절 휴무', '운영 요일': '월요일~토요일', '주소': '03766  서울특별시 서대문구 이화여대길 77 (대현동)', '교통 정보': '2호선 이대역 2번 출구에서 약 385m (도보 5분)'}","[{'review': '괜찮은 카페. 이름에서도 느껴지듯 체코 오브제들이 꽤 있다. 카프카, 카를교 모형 등등... 그리고 뜨르들로를 팔고 있다는 점도 아마 그것일 듯. 하지만 그것을 제외하고는 체코의 느낌보다는 그냥 한옥을 개조한 느낌이 더 강해서 굳이 이름에서 체코 뿜뿜할 필요는...? 싶긴 하다. 커피는 맛있고 인터넷 잘됨', 'score': '4'}, {'review': '커피원두 고소한 냄새가 가득한 카페예요. 커피도 맛이 좋고, 뜨르들로라는 체코빵도 맛있고요. 아기자기한 체코 소품들도 귀엽습니다~', 'score': '4'}, {'review': '전체적으로 브라운톤의 따뜻하고 아늑한 느낌을 주는 까페. 체코 전통 빵인 뜨르들로를 파는 곳. 뜨르들로는 체코에 가면 길거리에서 많이 볼수 있다고 하는데 가운데가 뚫린 굴뚝처럼 생긴 빵으로 바삭하고 달콤하다. 풍성한 우유거품이 올라간 만년설 카푸치노도 맛있어서 추천!', 'score': '4'}, {'review': '가끔씩 찾아가는 곳인데요, 가면 무조건 체코 전통빵인 뜨르들로를 먹습니다. 가격도 2000원으로 저렴하고 커피 맛도 아주 좋습니다. 특히 카페라떼가 아주 맛있었어요. 카페 주인 아저씨도 아주 인상이 좋으시고요.', 'score': '5'}]"
라스텔라,"다양한 스테이크와 이탈리아 파스타 요리를 선보이는 정통 이탈리아 레스토랑 겸 2백여 종의 와인을 보유하고 있는 와인 바이다. 바닷가재, 홍합, 대합, 오징어, 도미살 등 다양한 해산물이 풍부하게 들어가 있는 모둠 해산물 전채 요리가 추천 메뉴. 가든호텔 시절부터 이탈리아 현지인 주방 스태프들이 프레시면으로 만든 파스타를 선보이고 있다.","{'전화번호': '0507-1448-7272', '웹사이트': 'http://seoulgarden.co.kr/', '홈페이지 언어': '한국어', '이용시간': '아침 07:00 - 09:30\n점심 11:30 - 14:00\n저녁 18:00 - 21:00', '휴무일': '연중무휴', '이용요금': '약 6~7만원대', '대표메뉴': '뷔페', '주소': '04168  서울특별시 마포구 마포대로 58 (도화동)  가든호텔', '교통 정보': '5호선 마포역 3번 출구에서 약 192m (도보 2분)'}",[]
송아저씨빈대떡,"모둠전, 해물야채전과 막걸리를 즐길 수 있는 주점이다. 가게 내부의 천장이며 바닥, 벽이 모두 나무 또는 대나무로 장식되어 있어 운치가 있다. 동동주나 계란찜도 대나무에 담겨서 나온다. 하루11접시만을 판매하는 모둠전이 인기가 좋다.","{'전화번호': '02-338-4919', '이용시간': '16:00 ~ 02:30', '운영 요일': '매일', '이용요금': '약 2만원대', '대표메뉴': '한식주점', '주소': '03788  서울특별시 서대문구 연세로7안길 29 (창천동)', '교통 정보': '2호선 신촌역 1번 출구에서 약 426m (도보 6분)'}",[]
영동족발,"30여 년 전통의 족발 집. 놀부만두, 성수족발과 함께 서울의 3대 족발 집 중 하나도 불린다. 짭조름하면서 부드럽고, 두툼한 고기가 맛있다.","{'전화번호': '0507-1426-0250', '이용시간': '평일 12:00~23:00, 토요일 11:30~22:00, 일요일 11:30~21:00', '운영 요일': '매일', '주소': '06738  서울특별시 서초구 남부순환로 2628-18 (양재동)', '교통 정보': '3호선, 신분당선 양재역 5번 출구에서 약 375m (도보 5분)'}","[{'review': '분점이 많기도 하고 사람이 많아 기대했엇는데 너무 기대가 컸나봐요\n다른 맛있는 족발집이 많아서 그런건지 그냥저냥 그랬어용~', 'score': '3'}, {'review': '서울3대족발이 오향족발, 성수족발 그리고 영동족발이라고 해서 들러서 포장했어요. 좀 식어서 그런지 뭔가 특별한건 없었어요', 'score': '3'}, {'review': '회식장소로 가봤어요\n3대족발이니 백선생님 추천맛집이니 타이틀이 많아서 기대하고 갔어요\n\n회식이라 온갖 메뉴 다 시켜서 골고루 먹어봤는데\n족발이 따뜻하게 데워져 나와서 먹을때의 느낌은 좋았습니다\n그런데 그냥 평범한 동네족발집 그 이상도 이하도 아닙니다\n한번씩 웨이팅 한다던데 이해가 가지 않는군요\n\n밑반찬들이나 전체적인 식당 위생, 종업원 서비스는 좋았습니다', 'score': '2'}, {'review': '다른 동네에 분점도 있지만~ 역시 양재에서 먹어야죠.\n부드러운 족발을 좋아하신다면 추천합니다만 장충동 스타일을 좋아하면 호불로가 갈릴듯합니다.\n무채와 콩나물국은 리필해서! 드세요', 'score': '4'}, {'review': '분점이 많아서 잘 찾아가면 오래 대기하지 않아도 됨. 둘이서 중자 하나 시켜 먹으면 적당함. 평일 저녁에도 직장인이 많아서 대기해야 할 수 있음.', 'score': '4'}]"
코끼리분식,"공덕동 즉석 떡볶이 거리에서 유명한 맛집 중 한 곳으로, 3대째 운영 중이다. 많은 사람에게 맛을 인정받아 대한민국 레스토랑 가이드북 <블루리본 서베이>에 2017년, 2018년 2년 연속 소개되었다. 즉석떡볶이를 다 먹고 난 후 그 양념으로 밥을 볶아 먹는 것도 별미다. 떡볶이와 튀김 모두 저렴한 가격을 오랫동안 유지하고 있다.","{'전화번호': '02-717-9061', '웹사이트': 'https://www.instagram.com/koggiri_mapo_line5/', '홈페이지 언어': '한국어', '이용시간': '09:30~21:00(라스트오더 20:30)', '휴무일': '매달 1, 3번째 월요일 정기휴무', '운영 요일': '매일', '대표메뉴': '즉석떡볶이, 김밥, 참치주먹밥', '주소': '04172  서울 마포구 도화2길 3 (도화동)', '교통 정보': '5호선 마포역 3번 출구에서 약 270m (도보 4분)'}",[]
설눈,"ㅁ1설눈은 한국의 전통 음식 평양냉면 전문점이다. 북한에서 이주해 온 평양 고려호텔 요리사가 직접 음식을 만들어 서울에서 북한 음식을 즐길 수 있다. 평양냉면 외에도 만두, 녹두전, 수육 등은 이미 맛있기로 소문나 있으며 티비 프로그램에 소개된 바도 있다.","{'전화번호': '02-6959-9339', '이용시간': '매일 11:00 ~ 15:00 / 17:00 ~ 21:00', '휴무일': '토요일', '운영 요일': '일요일~금요일', '이것만은 꼭!': '외국어 해설 가능', '대표메뉴': '고려 물냉면, 평양온반, 평양육개장, 소고기 수육, 왕만두', '주소': '06647  서울 서초구 서초대로46길 20-7 (서초동, 영토빌딩)', '교통 정보': '2호선 서초역 1번 출구에서 약 206m (도보 2분)'}",[]
아지겐,"일식 튀김과 오뎅에 술 한잔을 걸치기 좋은 곳. 일본인이 운영하는 식당으로, 일본인들이 주 고객이다. 닭고기를 바삭하게 튀긴 치킨 가라아게나 녹말 옷을 입혀 살짝 튀긴 두부에 간장 소스를 끼얹은 아게다시도후 같은 튀김 요리가 일품이다.","{'전화번호': '02-794-8177', '이용시간': '11:30 ~ 14:30 / 17:30 ~ 21:30', '휴무일': '매주 월요일', '운영 요일': '화요일~일요일', '대표메뉴': '게살오믈렛, 두부튀김, 카타야끼소바, 부추고기볶음', '주소': '04423  서울 용산구 이촌로75길 22 (이촌동)', '교통 정보': '4호선, 경의중앙선 이촌역 3-1번 출구에서 약 206m (도보 3분)'}","[{'review': 'TV프로에도 소개되고 손님도 많은 곳인데, 막상 가보면 맛도 평범하고 가격은 꽤 비싼 편이라 좀 의아했다. 멀리서 찾아올 곳은 아닌 것 같다.', 'score': '3'}, {'review': '일본식 라멘이 유명한집. 동부이촌동 골목 구석에 있어요. 역에서 걸어갈 수 있는 거리. 탄탄멘은 만 삼천원으로 저렴한 편은 아니나 맛은 있는 편이에요. 조금 자극적인 국물.', 'score': '4'}, {'review': '저가항공의 일반적 영업으로 인해서\n이 정도의 일본풍의 가게에서 맛을 즐기는 것은\n이제 일반적이 되었는데…\n이 집은 그 업그레이드 버젼이 안 이루어지고 있음.\n일본의 고만고만한 수준의 보통의 이자카야 정도일 텐데,\n동부이촌동에 있다는 것만으로 너무 네임벨류를\n누리고 있다는 개인적 의견임…', 'score': '2'}]"
콜린,"꽃집을 함께 운영하는 플라워 카페답게 들어가는 입구부터 꽃향기가 가득한 카페 콜린.다양한 꽃과 식물들로 몸과 마음을 힐링을 하였다면 콜린의 시그니처 메뉴인 대왕 솜사탕이 올라간 코튼 라떼와, 다양한 빙수들로 입 안도 힐링 해보자.","{'전화번호': '0507-1335-1119', '웹사이트': 'https://www.instagram.com/colline_cafe/', '홈페이지 언어': '한국어', '이용시간': '일요일~목요일 10:30 ~ 23:00\n금요일~토요일 10:30 ~ 24:00', '운영 요일': '매일', '주소': '04048  서울 마포구 어울마당로 45 (서교동)', '교통 정보': '6호선 상수역 1번 출구에서 약 392m (도보 5분)'}",[]
두르가 종각점,"두르가는 캐주얼한 인도요리 전문점이다. 인도, 네팔음식을 먹을 수 있으며 향신료를 많이 사용하는 인도, 네팔 음식이지만 한국인들도 부담 없이 먹을 수 있는 곳이다.","{'전화번호': '02-720-4786', '웹사이트': 'http://www.durga.co.kr/', '이용시간': '매일 10:00 ~ 22:00\n(12:30 ~ 17:00 휴게시간)', '운영 요일': '매일', '대표메뉴': '난 2,000 ~ 4,000원\n커리 10,000 ~ 13,000원', '주소': '03189  서울 종로구 종로8길 5 (관철동)  2층', '교통 정보': '1호선 종각역 4번 출구 \n2호선 을지로입구역 3번 출구'}","[{'review': '처음에는 위치가 구석지고 으슥한 곳에 있어서 올라가기 조금 무서웠다.\n그래도 음식은 다 맛있었다.\n세트가 따로 있어서 세트로 시켰는데 다양하게 음식이 나왔고 하나 하나 다 맛있었다.\n직원분이 인도분이셨는데 친절하시고 좋았다.', 'score': '4'}, {'review': '현지인이 운영하는 카레집입니다.\n카레 맛도 괜찮고 이국적인 식당 분위기도 좋았습니다. \n보신각 종을 바라보는 창가 자리에 앉아서 더욱 좋았어요.   \n점심시간에 방문하면 저렴하게 런치 메뉴를 즐길 수 있어요.', 'score': '5'}]"
브루스리,북경오리 전문점 마오에서 운영하는 딤섬과 국수 전문점. 캐주얼하게 즐길 수 있는 서민 중식을 표방하고 있다.,"{'전화번호': '02-576-8845', '이용시간': '매일 11:30 ~ 22:00', '휴무일': '명절 당일 휴무', '대표메뉴': '삼선 찐만두, 우육면, 돼지고기부추무침, 완탕', '주소': '06746  서울 서초구 양재천로 147-1 (양재동)', '교통 정보': '3호선, 신분당선 양재역 8번 출구에서 약 915m (도보 13분)'}","[{'review': '전체적 짜구요 그 중에 짜사이는 많이 짜구요\n완탕은 김탕이구요....볶음면은 그냥 중간맛\n그런 군만두를 9000원에 팔다니 돈아까운맛\n다시는 안갈 거 같아요.', 'score': '2'}, {'review': '인터넷에 서울딤섬맛집 치면 늘 나옴. 메뉴는 엄청 빨리 나오지만 정작 메인메뉴인 딤섬은 피와 소가 따로 놀고, 질펀합니다. 볶음면이 더 맛있었음. 재방문 의사는 제로.', 'score': '3'}, {'review': '딤섬외엔 다른건 그다지 추천안함. \n주차 가능.\n자리는 좁은 편.\n근처 길 한번 밀리면 답이 없으므로 한산한 시간에 가는 것 추천.', 'score': '5'}, {'review': '1.교통 버스정류장도보10분,주창협소 발레파킹요원1명\n2.주변 환경 빈티지  , 양재천주변\n3.시설 중국시골\n4.맛 보통 향료사용 ㅡ 고통스럽다고함\n5.가격 비싼편임\n참고하세요', 'score': '3'}, {'review': '정말 중국스러운외관에 딥섬맛집이라고해서 찾아갔는데 살짝 실망이었어요^^; 중국특유의 향에 거부감이 없으신분들은 좋아할것같습니다- 살짝 느끼했어요 딤섬들이', 'score': '4'}]"
고바우,"예전에는 연탄불 위에 철판을 놓고 고기를 구워 먹었으나 지금은 한우나 돼지고기에 소금을 뿌려 숯불에 구워 먹는 곳으로 유명하다. 저녁때면 술 한잔 걸치려는 사람들로 붐비며, 신촌 대학가의 낭만을 반영하는 곳이기도 하다.","{'전화번호': '02-393-2576', '이용시간': '16:00 ~ 23:00', '휴무일': '매주 일요일, 명절 휴무', '대표메뉴': '돼지소금구이, 돼지갈비, 한우, 껍데기', '가격대': '2만원대', '주소': '03776  서울특별시 서대문구 명물1길 22 (창천동)', '교통 정보': '2호선 신촌역 3번 출구에서 약 342m (도보 5분)'}",[]
